Symbol,Price~,"Exp Date",Strike,Moneyness,Bid,"BE (Bid)",BE%,Volume,"Open Int",IV,Delta,"OTM Prob","Ptnl Rtn","Ann Rtn",Time
GE,193.78,2024-11-01,180.00,-7.11%,1.12,178.88,8.33%,260,667,41.61%,0.15663,84.64%,0.6%,20.8%,"10:39 ET"
BAC,42.15,2024-11-15,41.00,-2.73%,0.57,40.43,4.25%,159,4350,25.30%,0.311747,66.19%,1.4%,20.6%,"10:39 ET"
BA,161.57,2024-12-20,150.00,-7.16%,4.9,145.1,11.35%,152,1559,39.14%,0.285893,68.02%,3.4%,20.5%,"10:42 ET"
TXN,196.16,2024-11-15,180.00,-8.24%,2.49,177.51,10.51%,273,1520,41.82%,0.202349,78.39%,1.4%,20.5%,"10:44 ET"
AMZN,188.52,2024-12-20,180.00,-4.52%,5.85,174.15,8.25%,331,9152,32.80%,0.334788,63.60%,3.4%,20.4%,"10:38 ET"
COIN,212.83,2024-12-20,150.00,-29.52%,4.85,145.15,46.63%,270,1938,86.04%,0.117877,84.21%,3.3%,20.3%,"10:39 ET"
MSFT,417.27,2024-12-20,410.00,-1.74%,13.25,396.75,5.17%,137,3976,25.63%,0.407954,56.72%,3.3%,20.3%,"10:45 ET"
MU,110.03,2025-01-17,97.50,-11.39%,4.55,92.95,18.38%,2860,2352,47.60%,0.263958,69.75%,4.9%,20.3%,"10:16 ET"
ROKU,78.47,2024-11-15,60.00,-23.54%,0.82,59.18,32.60%,117,755,83.89%,0.095443,88.92%,1.4%,20.2%,"10:39 ET"
FCX,48.11,2024-11-15,44.00,-8.54%,0.6,43.4,10.85%,264,2838,43.13%,0.197932,78.56%,1.4%,20.2%,"10:39 ET"
TSLA,219.65,2024-12-20,190.00,-13.50%,6.05,183.95,19.41%,173,7215,51.94%,0.211037,75.44%,3.3%,20.0%,"10:42 ET"
CHD,104.2,2024-11-15,100.00,-4.03%,1.35,98.65,5.63%,250,464,29.47%,0.273092,70.32%,1.4%,20.0%,"10:14 ET"
TSLA,219.65,2024-11-29,190.00,-13.50%,3.95,186.05,18.06%,144,370,52.91%,0.178164,79.91%,2.1%,19.9%,"10:44 ET"
AVGO,181.25,2024-11-01,165.00,-8.97%,0.98,164.02,10.50%,191,957,45.23%,0.135732,88.42%,0.6%,19.8%,"10:40 ET"
CRM,291.97,2024-11-15,280.00,-4.10%,3.75,276.25,5.69%,314,1227,28.49%,0.276158,71.28%,1.4%,19.8%,"10:40 ET"
NVDA,141.24,2024-12-20,118.00,-16.45%,3.7,114.3,23.57%,737,6004,56.96%,0.186841,78.19%,3.2%,19.7%,"10:44 ET"
PLTR,42.93,2024-11-01,39.00,-9.15%,0.23,38.77,10.73%,364,2343,48.65%,0.123832,87.22%,0.6%,19.7%,"10:44 ET"
NVDA,141.24,2024-11-15,123.00,-12.91%,1.63,121.37,16.37%,214,7100,53.13%,0.152089,84.00%,1.3%,19.6%,"10:40 ET"
PLTR,42.93,2024-11-15,34.00,-20.80%,0.45,33.55,27.96%,131,6139,76.55%,0.103287,87.78%,1.3%,19.6%,"10:42 ET"
NVDA,141.24,2025-01-17,120.00,-15.04%,5.4,114.6,23.25%,864,37227,53.54%,0.223993,73.23%,4.7%,19.5%,"10:43 ET"
PFE,29.08,2024-11-01,27.50,-5.43%,0.16,27.34,6.36%,127,445,34.42%,0.168008,82.51%,0.6%,19.4%,"10:43 ET"
AEM,87.2,2024-11-15,80.00,-8.26%,1.05,78.95,10.45%,106,2021,40.65%,0.202242,79.11%,1.3%,19.4%,"10:37 ET"
TSLA,219.65,2024-11-01,190.00,-13.50%,1.1,188.9,16.28%,3777,4312,64.27%,0.093099,90.31%,0.6%,19.3%,"10:44 ET"
NVDA,141.24,2024-11-08,123.00,-12.91%,1.16,121.84,15.92%,148,1337,55.58%,0.128315,86.87%,1.0%,19.3%,"10:42 ET"
SCHW,70.93,2024-12-20,70.00,-1.31%,2.12,67.88,4.49%,611,3625,24.54%,0.408301,55.28%,3.1%,19.0%,"10:42 ET"
GE,193.78,2024-11-15,180.00,-7.11%,2.31,177.69,9.06%,1473,785,36.80%,0.214164,77.82%,1.3%,19.0%,"10:44 ET"
TSM,202.5,2024-11-15,185.00,-8.64%,2.37,182.63,10.88%,135,5915,41.11%,0.192874,79.96%,1.3%,18.9%,"10:42 ET"
ASML,717.3,2024-11-15,650.00,-9.38%,8.3,641.7,11.78%,193,620,43.55%,0.180175,80.63%,1.3%,18.9%,"10:39 ET"
MRNA,54.03,2024-11-15,40.00,-25.97%,0.51,39.49,36.82%,102,1920,89.36%,0.08458,90.07%,1.3%,18.9%,"10:27 ET"
AAPL,235.67,2024-11-01,225.00,-4.53%,1.27,223.73,5.34%,310,6399,30.91%,0.181698,80.60%,0.6%,18.8%,"10:43 ET"
NVDA,141.24,2024-11-22,115.00,-18.58%,1.86,113.14,24.84%,312,4847,65.21%,0.127262,85.64%,1.6%,18.8%,"10:44 ET"
AAPL,235.67,2024-11-08,225.00,-4.53%,2.05,222.95,5.71%,120,2172,29.76%,0.223583,75.84%,0.9%,18.6%,"10:43 ET"
NVDA,141.24,2024-12-20,117.00,-17.16%,3.45,113.55,24.39%,646,2885,57.28%,0.178095,79.12%,3.0%,18.5%,"10:40 ET"
DINO,44.12,2024-11-15,40.00,-9.34%,0.5,39.5,11.70%,101,353,43.41%,0.175228,80.59%,1.3%,18.5%,"10:03 ET"
EL,89.64,2025-01-17,80.00,-10.75%,3.4,76.6,17.02%,174,2267,43.79%,0.261398,70.16%,4.4%,18.4%,"10:27 ET"
MSFT,417.27,2024-11-01,390.00,-6.54%,2.15,387.85,7.59%,152,1405,37.48%,0.152051,85.05%,0.6%,18.4%,"10:40 ET"
NVDA,141.24,2024-11-01,126.00,-10.79%,0.69,125.31,12.71%,690,5742,52.22%,0.109191,89.61%,0.6%,18.3%,"10:41 ET"
COR,238.4,2024-11-15,230.00,-3.52%,2.8,227.2,4.93%,200,364,27.18%,0.269495,69.30%,1.2%,18.0%,"10:23 ET"
CRWD,314.7,2024-11-15,280.00,-11.03%,3.4,276.6,13.77%,116,1610,47.22%,0.165934,82.78%,1.2%,17.9%,"10:40 ET"
NVDA,141.24,2024-11-15,122.00,-13.62%,1.48,120.52,17.19%,656,5431,53.48%,0.140065,85.23%,1.2%,17.9%,"10:39 ET"
WFC,64.42,2024-12-20,62.50,-2.98%,1.77,60.73,6.08%,122,3791,27.42%,0.34696,60.72%,2.9%,17.7%,"10:32 ET"
FIVE,93,2024-11-15,80.00,-13.98%,0.95,79.05,17.65%,229,783,55.47%,0.141142,85.02%,1.2%,17.5%,"10:36 ET"
AMZN,188.52,2024-11-01,170.00,-9.82%,0.89,169.11,11.48%,775,4139,49.25%,0.112679,88.68%,0.5%,17.5%,"10:45 ET"
CBRL,50.17,2024-11-15,42.50,-15.29%,0.5,42,19.45%,110,563,60.44%,0.129281,85.29%,1.2%,17.4%,"10:31 ET"
AVGO,181.25,2024-11-15,160.00,-11.72%,1.88,158.12,14.63%,109,4132,46.51%,0.156639,84.72%,1.2%,17.4%,"10:40 ET"
TFC,42.92,2024-11-15,40.00,-6.80%,0.47,39.53,8.58%,688,1565,34.56%,0.21643,78.20%,1.2%,17.4%,"10:36 ET"
NVDA,141.24,2024-11-29,115.00,-18.58%,2.09,112.91,25.09%,106,700,61.76%,0.135128,84.57%,1.9%,17.3%,"10:39 ET"
BA,161.57,2024-11-15,145.00,-10.26%,1.7,143.3,12.75%,388,12036,45.17%,0.160464,82.00%,1.2%,17.3%,"10:45 ET"
GOOGL,164.31,2024-11-01,150.00,-8.71%,0.77,149.23,10.11%,131,1519,44.87%,0.122804,87.90%,0.5%,17.1%,"10:44 ET"
BAC,42.15,2024-11-01,41.00,-2.73%,0.21,40.79,3.33%,226,3048,22.69%,0.220997,75.88%,0.5%,17.1%,"10:38 ET"
AVGO,181.25,2024-11-08,160.00,-11.72%,1.33,158.67,14.23%,107,1479,48.64%,0.132258,87.58%,0.8%,17.0%,"10:40 ET"
APP,156.52,2025-01-17,130.00,-16.94%,5.1,124.9,25.32%,421,1168,56.38%,0.195718,74.88%,4.1%,16.9%,"10:05 ET"
VIK,38.61,2024-11-15,35.00,-9.35%,0.4,34.6,11.59%,285,1431,43.33%,0.18038,80.66%,1.2%,16.9%,"10:25 ET"
PANW,381.18,2024-12-20,340.00,-10.80%,9.15,330.85,15.21%,135,1129,42.62%,0.225444,74.59%,2.8%,16.8%,"10:25 ET"
TSLA,219.65,2024-11-15,185.00,-15.78%,2.09,182.91,20.09%,181,7891,58.83%,0.119307,86.76%,1.1%,16.7%,"10:38 ET"
NFLX,762.67,2024-11-01,730.00,-4.28%,3.65,726.35,5.00%,116,301,27.74%,0.185743,81.84%,0.5%,16.7%,"10:40 ET"
HUM,269.19,2025-01-17,220.00,-18.27%,8.5,211.5,27.28%,182,988,56.19%,0.183391,76.77%,4.0%,16.7%,"10:44 ET"
AMZN,188.52,2025-01-17,180.00,-4.52%,6.95,173.05,8.94%,163,22158,31.01%,0.341256,61.93%,4.0%,16.7%,"10:41 ET"
APP,156.52,2024-11-15,120.00,-23.33%,1.35,118.65,31.92%,894,1033,81.97%,0.084702,89.22%,1.1%,16.6%,"10:37 ET"
NVDA,141.24,2024-12-20,115.00,-18.58%,3.05,111.95,26.16%,379,21303,57.52%,0.160151,81.09%,2.7%,16.6%,"10:44 ET"
BA,161.57,2024-11-01,145.00,-10.26%,0.72,144.28,11.98%,388,1457,51.54%,0.100852,88.67%,0.5%,16.6%,"10:43 ET"
AAPL,235.67,2024-11-15,225.00,-4.53%,2.52,222.48,5.93%,245,23350,27.87%,0.240425,73.73%,1.1%,16.5%,"10:44 ET"
NVDA,141.24,2024-11-15,121.00,-14.33%,1.35,119.65,18.04%,155,4363,53.94%,0.129175,86.34%,1.1%,16.5%,"10:43 ET"
TSLA,219.65,2025-01-17,185.00,-15.78%,7.05,177.95,23.43%,313,11699,51.23%,0.203727,75.25%,4.0%,16.4%,"10:33 ET"
MRVL,82.64,2025-01-17,70.00,-15.30%,2.65,67.35,22.70%,198,5004,49.92%,0.210527,75.09%,3.9%,16.3%,"10:30 ET"
AMZN,188.52,2024-11-08,170.00,-9.82%,1.35,168.65,11.78%,114,1201,44.01%,0.139949,85.50%,0.8%,16.2%,"10:30 ET"
CVS,59.03,2024-12-20,55.00,-6.83%,1.41,53.59,10.15%,117,262,33.94%,0.267227,69.63%,2.6%,16.0%,"10:40 ET"
COIN,212.83,2024-11-01,160.00,-24.82%,0.76,159.24,33.65%,143,936,105.62%,0.051392,94.02%,0.5%,15.8%,"10:29 ET"
BP,31.58,2024-12-20,30.00,-5.00%,0.76,29.24,8.00%,120,3857,28.59%,0.304141,67.11%,2.6%,15.8%,"10:04 ET"
DKNG,37.16,2024-11-15,29.00,-21.96%,0.31,28.69,29.52%,501,276,74.31%,0.088925,89.88%,1.1%,15.8%,"10:38 ET"
SPHR,45.09,2024-11-15,37.50,-16.83%,0.4,37.1,21.54%,501,335,65.53%,0.121725,85.88%,1.1%,15.7%,"10:42 ET"
GOOG,166.05,2025-01-17,160.00,-3.64%,5.85,154.15,7.72%,139,5986,27.92%,0.358642,60.67%,3.8%,15.7%,"10:43 ET"
NVDA,141.24,2024-11-01,125.00,-11.50%,0.59,124.41,13.53%,3270,25209,52.78%,0.095828,90.87%,0.5%,15.7%,"10:44 ET"
PLTR,42.93,2024-11-15,33.00,-23.13%,0.35,32.65,31.49%,121,5535,77.90%,0.082089,90.15%,1.1%,15.7%,"10:44 ET"
TSLA,219.65,2024-11-01,187.50,-14.64%,0.88,186.62,17.70%,110,420,64.92%,0.076743,91.99%,0.5%,15.6%,"10:41 ET"
AER,97.34,2024-11-15,90.00,-7.54%,0.95,89.05,9.31%,200,1581,35.15%,0.187871,80.30%,1.1%,15.6%,"10:39 ET"
AMD,156.3,2024-11-15,130.00,-16.83%,1.37,128.63,21.51%,186,19235,58.96%,0.1121,88.38%,1.1%,15.6%,"10:43 ET"
NVDA,141.24,2025-01-17,115.00,-18.58%,4.15,110.85,27.42%,324,44459,54.28%,0.180702,77.97%,3.7%,15.5%,"10:45 ET"
CCJ,58.37,2024-12-20,50.00,-14.34%,1.24,48.76,19.71%,164,945,48.86%,0.183736,78.27%,2.5%,15.5%,"10:21 ET"
AMZN,188.52,2024-12-20,175.00,-7.17%,4.3,170.7,10.44%,155,8769,33.34%,0.263342,70.90%,2.5%,15.3%,"10:37 ET"
AAPL,235.67,2024-12-20,230.00,-2.41%,5.65,224.35,5.05%,186,13357,23.31%,0.35811,60.17%,2.5%,15.3%,"10:40 ET"
GOOGL,164.31,2024-12-20,155.00,-5.67%,3.8,151.2,8.67%,118,6260,29.96%,0.290994,68.44%,2.5%,15.3%,"10:19 ET"
BA,161.57,2024-12-20,145.00,-10.26%,3.55,141.45,14.22%,161,1435,39.77%,0.220988,74.89%,2.5%,15.3%,"10:35 ET"
NVDA,141.24,2024-11-15,120.00,-15.04%,1.23,118.77,18.92%,2272,41238,54.34%,0.118706,87.41%,1.0%,15.1%,"10:44 ET"
AVGO,181.25,2024-11-15,158.00,-12.83%,1.59,156.41,15.88%,122,1401,47.17%,0.136122,86.69%,1.0%,14.8%,"10:28 ET"
DAL,55.19,2024-11-15,50.00,-9.40%,0.5,49.5,11.49%,157,10817,40.39%,0.161407,82.49%,1.0%,14.7%,"10:34 ET"
PFE,29.08,2024-11-15,27.00,-7.15%,0.27,26.73,8.79%,207,7250,34.29%,0.192506,79.59%,1.0%,14.7%,"10:37 ET"
SMCI,47.92,2024-11-01,34.00,-29.05%,0.15,33.85,41.57%,142,511,119.08%,0.041689,95.15%,0.4%,14.7%,"10:40 ET"
AMD,156.3,2024-11-01,130.00,-16.83%,0.57,129.43,20.76%,131,1299,69.49%,0.066494,93.66%,0.4%,14.6%,"10:43 ET"
AMAT,185.76,2024-11-15,160.00,-13.87%,1.58,158.42,17.26%,107,1430,52.57%,0.126279,86.10%,1.0%,14.6%,"10:39 ET"
NVDA,141.24,2024-11-08,120.00,-15.04%,0.85,119.15,18.54%,1083,7880,57.12%,0.096474,90.06%,0.7%,14.5%,"10:45 ET"
FCX,48.11,2024-11-15,43.00,-10.62%,0.42,42.58,12.99%,232,3846,43.51%,0.148081,83.80%,1.0%,14.4%,"10:17 ET"
AMZN,188.52,2024-11-15,170.00,-9.82%,1.66,168.34,11.99%,178,17259,40.30%,0.154717,83.66%,1.0%,14.4%,"10:43 ET"
CVS,59.03,2025-01-17,55.00,-6.83%,1.84,53.16,11.04%,151,8071,32.62%,0.287774,67.06%,3.5%,14.4%,"10:32 ET"
NEM,58.01,2024-11-15,52.50,-9.50%,0.51,51.99,11.58%,156,3821,40.18%,0.160641,82.87%,1.0%,14.3%,"10:15 ET"
MS,119.1,2024-12-20,115.00,-3.44%,2.64,112.36,6.00%,126,801,24.12%,0.331567,63.99%,2.3%,14.3%,"10:41 ET"
JD,39.65,2024-11-01,35.00,-11.73%,0.15,34.85,13.77%,145,613,55.82%,0.088961,90.10%,0.4%,14.3%,"10:37 ET"
ASML,717.3,2024-12-20,640.00,-10.78%,14.6,625.4,14.69%,533,1270,39.59%,0.209653,76.12%,2.3%,14.2%,"10:41 ET"
GOOGL,164.31,2024-11-15,150.00,-8.71%,1.44,148.56,10.60%,262,27153,36.92%,0.166448,82.72%,1.0%,14.2%,"10:44 ET"
MRVL,82.64,2024-12-20,67.50,-18.32%,1.53,65.97,25.27%,175,3010,53.85%,0.151859,82.30%,2.3%,14.1%,"10:31 ET"
NVO,117.5,2025-01-17,105.00,-10.64%,3.45,101.55,15.71%,222,4286,39.31%,0.238869,72.00%,3.4%,14.1%,"10:33 ET"
MSFT,417.27,2025-01-17,405.00,-2.94%,13.3,391.7,6.53%,549,2992,24.61%,0.36722,59.76%,3.4%,14.1%,"10:35 ET"
PLTR,42.93,2024-11-08,32.00,-25.46%,0.22,31.78,35.09%,100,1392,89.22%,0.057422,93.10%,0.7%,14.0%,"10:15 ET"
WFC,64.42,2024-11-15,60.00,-6.86%,0.57,59.43,8.40%,163,9674,33.56%,0.180566,79.08%,1.0%,14.0%,"10:44 ET"
TSM,202.5,2024-12-20,180.00,-11.11%,4.05,175.95,15.09%,109,3588,39.80%,0.207872,76.73%,2.3%,14.0%,"10:44 ET"
NVDA,141.24,2024-11-01,124.00,-12.21%,0.52,123.48,14.38%,310,8260,53.43%,0.08417,91.98%,0.4%,14.0%,"10:40 ET"
BA,161.57,2025-01-17,145.00,-10.26%,4.7,140.3,15.16%,567,7420,37.73%,0.243577,72.04%,3.3%,13.9%,"10:44 ET"
NVDA,141.24,2024-11-15,119.00,-15.75%,1.12,117.88,19.82%,223,4859,54.81%,0.109168,88.38%,1.0%,13.9%,"10:40 ET"
ARM,152.82,2024-12-20,110.00,-28.02%,2.45,107.55,42.09%,230,3119,72.37%,0.102602,86.87%,2.3%,13.9%,"10:37 ET"
TMUS,223.21,2024-11-15,210.00,-5.92%,1.95,208.05,7.29%,250,3237,28.36%,0.203659,79.45%,0.9%,13.7%,"10:36 ET"
AAPL,235.67,2024-11-01,222.50,-5.59%,0.91,221.59,6.35%,420,2499,31.50%,0.136232,85.35%,0.4%,13.6%,"10:44 ET"
MSTR,213.05,2024-11-01,140.00,-34.29%,0.57,139.43,52.80%,413,1777,140.64%,0.031885,95.73%,0.4%,13.6%,"09:55 ET"
TSLA,219.65,2024-12-20,180.00,-18.05%,3.9,176.1,24.73%,121,13112,53.06%,0.148551,82.26%,2.2%,13.5%,"10:40 ET"
NVDA,141.24,2024-11-22,110.00,-22.12%,1.27,108.73,29.90%,155,3001,67.05%,0.090498,89.60%,1.2%,13.3%,"10:40 ET"
META,572.72,2025-01-17,520.00,-9.21%,16.05,503.95,13.65%,1342,1606,35.64%,0.249095,70.95%,3.2%,13.2%,"10:44 ET"
GIS,69.16,2024-11-15,67.50,-2.40%,0.6,66.9,3.38%,114,663,20.81%,0.287905,67.23%,0.9%,13.1%,"10:32 ET"
NEP,25.83,2024-11-15,22.50,-12.89%,0.2,22.3,15.83%,146,752,49.08%,0.144395,85.87%,0.9%,13.1%,"10:42 ET"
APP,156.52,2024-11-01,140.00,-10.55%,0.55,139.45,12.24%,105,645,52.46%,0.093666,88.97%,0.4%,13.1%,"10:44 ET"
MO,49.37,2024-11-15,47.50,-3.79%,0.42,47.08,4.86%,115,895,22.23%,0.251116,74.65%,0.9%,13.0%,"10:00 ET"
CRWD,314.7,2024-12-20,260.00,-17.38%,5.45,254.55,23.63%,103,1027,51.38%,0.154092,82.03%,2.1%,13.0%,"10:40 ET"
JPM,224.79,2024-11-15,215.00,-4.36%,1.9,213.1,5.49%,181,3466,24.47%,0.225118,75.66%,0.9%,13.0%,"10:40 ET"
COIN,212.83,2024-12-20,135.00,-36.57%,2.79,132.21,60.98%,101,959,88.40%,0.072456,89.80%,2.1%,12.8%,"09:50 ET"
AMZN,188.52,2025-01-17,175.00,-7.17%,5.25,169.75,11.06%,200,13976,31.33%,0.276933,68.57%,3.1%,12.8%,"10:39 ET"
TSLA,219.65,2024-11-01,185.00,-15.78%,0.71,184.29,19.19%,337,1189,65.93%,0.06368,93.32%,0.4%,12.8%,"10:41 ET"
BAC,42.15,2024-11-08,40.00,-5.10%,0.25,39.75,6.04%,187,1055,28.15%,0.182614,79.89%,0.6%,12.8%,"10:38 ET"
NVDA,141.24,2024-11-15,118.00,-16.45%,1.02,116.98,20.74%,350,12670,55.23%,0.100062,89.32%,0.9%,12.7%,"10:44 ET"
NFLX,762.67,2024-11-15,720.00,-5.59%,6.2,713.8,6.85%,180,460,27.82%,0.205268,78.55%,0.9%,12.7%,"10:40 ET"
TSLA,219.65,2024-11-15,180.00,-18.05%,1.55,178.45,23.09%,505,9569,59.96%,0.091096,89.77%,0.9%,12.7%,"10:44 ET"
NVDA,141.24,2024-12-20,110.00,-22.12%,2.23,107.77,31.06%,850,58197,58.80%,0.122152,85.28%,2.1%,12.6%,"10:44 ET"
AAPL,235.67,2025-01-17,230.00,-2.41%,6.75,223.25,5.56%,227,18416,22.51%,0.364157,58.72%,3.0%,12.5%,"10:36 ET"
UPS,133.41,2024-11-15,120.00,-10.05%,1.02,118.98,12.13%,1433,1344,40.24%,0.139564,84.28%,0.9%,12.5%,"10:33 ET"
NVDA,141.24,2024-11-29,110.00,-22.12%,1.45,108.55,30.12%,130,659,63.37%,0.097744,88.62%,1.3%,12.5%,"10:45 ET"
AVGO,181.25,2024-12-20,150.00,-17.24%,3,147,23.30%,226,4377,48.46%,0.151323,83.23%,2.0%,12.4%,"10:02 ET"
NEP,25.83,2025-01-17,22.50,-12.89%,0.65,21.85,18.22%,147,967,38.48%,0.236536,76.74%,3.0%,12.3%,"10:43 ET"
PFE,29.08,2024-11-01,27.00,-7.15%,0.1,26.9,8.10%,138,13254,37.87%,0.123174,87.05%,0.4%,12.3%,"10:32 ET"
XOM,120.18,2024-12-20,115.00,-4.31%,2.28,112.72,6.62%,110,10796,24.44%,0.291777,67.17%,2.0%,12.3%,"10:41 ET"
PLTR,42.93,2024-11-01,38.00,-11.48%,0.14,37.86,13.39%,270,2799,50.65%,0.079345,91.73%,0.4%,12.3%,"10:44 ET"
PAAS,25.42,2025-01-17,21.00,-17.39%,0.6,20.4,24.61%,140,3354,49.41%,0.186535,78.45%,2.9%,12.2%,"10:31 ET"
PDD,125.44,2025-01-17,105.00,-16.29%,3,102,22.98%,300,4562,46.35%,0.17675,78.28%,2.9%,12.2%,"09:55 ET"
NVDA,141.24,2024-11-01,123.00,-12.91%,0.45,122.55,15.25%,382,1514,54.23%,0.07428,92.90%,0.4%,12.2%,"10:43 ET"
BAC,42.15,2024-11-15,40.00,-5.10%,0.33,39.67,6.25%,180,8342,26.16%,0.200874,77.78%,0.8%,12.1%,"10:38 ET"
VRSN,187.27,2024-11-15,170.00,-9.22%,1.4,168.6,11.07%,100,429,37.13%,0.15603,84.03%,0.8%,12.1%,"10:40 ET"
MU,110.03,2025-01-17,90.00,-18.20%,2.54,87.46,25.81%,565,8958,48.09%,0.16643,80.26%,2.9%,12.0%,"10:39 ET"
NVDA,141.24,2025-01-17,110.00,-22.12%,3.1,106.9,32.12%,657,42923,55.21%,0.143109,82.18%,2.9%,12.0%,"10:41 ET"
TSLA,219.65,2024-11-08,180.00,-18.05%,1.05,178.95,22.74%,121,1326,63.76%,0.072651,92.01%,0.6%,11.9%,"10:44 ET"
NVDA,141.24,2024-11-15,117.00,-17.16%,0.93,116.07,21.69%,378,11216,55.84%,0.092231,90.12%,0.8%,11.7%,"10:42 ET"
GOOG,166.05,2024-11-15,150.00,-9.67%,1.19,148.81,11.59%,607,7796,36.93%,0.141088,85.35%,0.8%,11.7%,"10:40 ET"
ALB,94.08,2024-12-20,70.00,-25.60%,1.31,68.69,36.96%,3523,9092,65.23%,0.104519,86.82%,1.9%,11.6%,"10:29 ET"
LLY,912.22,2025-01-17,820.00,-10.11%,22.25,797.75,14.35%,438,453,35.43%,0.228264,73.00%,2.8%,11.6%,"10:43 ET"
AAPL,235.67,2024-12-20,225.00,-4.53%,4.15,220.85,6.71%,193,12872,24.21%,0.280552,68.16%,1.9%,11.4%,"10:34 ET"
PFE,29.08,2025-01-17,27.50,-5.43%,0.73,26.77,8.63%,484,60083,25.37%,0.305504,67.31%,2.7%,11.3%,"10:35 ET"
CAVA,135.68,2024-12-20,100.00,-26.30%,1.8,98.2,38.17%,213,786,64.77%,0.098029,87.74%,1.8%,11.2%,"10:39 ET"
CELH,32.84,2024-11-15,22.50,-31.49%,0.17,22.33,47.07%,608,23701,92.64%,0.049815,94.06%,0.8%,11.1%,"10:38 ET"
BA,161.57,2024-12-20,140.00,-13.35%,2.5,137.5,17.51%,115,1615,40.49%,0.165671,80.86%,1.8%,11.1%,"10:41 ET"
NVDA,141.24,2025-01-17,108.00,-23.53%,2.79,105.21,34.25%,304,7043,55.60%,0.129607,83.72%,2.7%,11.0%,"10:31 ET"
BAC,42.15,2025-01-17,40.00,-5.10%,1.03,38.97,8.16%,130,16358,25.26%,0.295525,66.35%,2.6%,11.0%,"10:31 ET"
AAPL,235.67,2024-11-15,220.00,-6.65%,1.63,218.37,7.92%,530,29094,29.28%,0.166279,81.54%,0.7%,10.9%,"10:41 ET"
NVDA,141.24,2024-11-15,116.00,-17.87%,0.85,115.15,22.66%,113,7806,56.42%,0.084848,90.88%,0.7%,10.8%,"10:44 ET"
ROKU,78.47,2024-11-15,55.00,-29.91%,0.4,54.6,43.72%,187,489,88.05%,0.051062,93.85%,0.7%,10.7%,"10:43 ET"
NVS,116.41,2024-11-15,110.00,-5.51%,0.8,109.2,6.60%,500,639,24.59%,0.188301,81.06%,0.7%,10.7%,"09:33 ET"
NVDA,141.24,2024-11-01,122.00,-13.62%,0.39,121.61,16.14%,628,6201,54.94%,0.065166,93.76%,0.3%,10.6%,"10:43 ET"
GM,49.17,2025-01-17,44.00,-10.51%,1.1,42.9,14.62%,400,714,34.48%,0.218339,74.42%,2.6%,10.6%,"09:38 ET"
UAL,74.33,2024-11-15,65.00,-12.55%,0.47,64.53,15.19%,568,3662,43.64%,0.112788,87.99%,0.7%,10.6%,"10:42 ET"
JNJ,163.61,2024-11-15,160.00,-2.21%,1.15,158.85,3.00%,139,8751,16.04%,0.273662,70.24%,0.7%,10.6%,"10:44 ET"
PFE,29.08,2024-12-20,27.00,-7.15%,0.46,26.54,9.57%,133,13644,27.32%,0.235111,74.86%,1.7%,10.5%,"10:31 ET"
BA,161.57,2024-11-15,140.00,-13.35%,1,139,16.24%,780,12110,46.00%,0.102371,88.30%,0.7%,10.5%,"10:42 ET"
BA,161.57,2025-01-17,140.00,-13.35%,3.45,136.55,18.32%,616,10251,38.40%,0.191737,77.64%,2.5%,10.5%,"10:43 ET"
AMD,156.3,2025-01-17,125.00,-20.03%,3.05,121.95,28.17%,316,13328,48.44%,0.146037,82.63%,2.5%,10.4%,"10:38 ET"
AMD,156.3,2024-12-20,125.00,-20.03%,2.09,122.91,27.17%,431,7821,50.95%,0.122245,86.03%,1.7%,10.3%,"10:31 ET"
MCD,317.02,2024-11-01,302.50,-4.58%,0.94,301.56,5.13%,301,324,25.52%,0.147252,85.51%,0.3%,10.3%,"09:46 ET"
AAPL,235.67,2024-11-01,220.00,-6.65%,0.66,219.34,7.45%,398,5681,32.56%,0.103147,88.83%,0.3%,10.0%,"10:45 ET"
NVDA,141.24,2024-11-15,115.00,-18.58%,0.78,114.22,23.66%,2089,38573,56.97%,0.077904,91.60%,0.7%,10.0%,"10:44 ET"
MU,110.03,2025-01-17,87.50,-20.48%,2.05,85.45,28.77%,200,3376,48.81%,0.141058,83.05%,2.4%,10.0%,"10:18 ET"
APP,156.52,2025-01-17,120.00,-23.33%,2.8,117.2,33.55%,368,2428,55.29%,0.122115,83.61%,2.4%,9.9%,"10:10 ET"
AMZN,188.52,2025-01-17,170.00,-9.82%,3.95,166.05,13.53%,119,18361,31.95%,0.22027,74.51%,2.4%,9.9%,"10:27 ET"
AAPL,235.67,2025-01-17,225.00,-4.53%,5.2,219.8,7.22%,196,12585,23.20%,0.295035,65.79%,2.4%,9.8%,"10:26 ET"
MSFT,417.27,2024-11-01,380.00,-8.93%,1.12,378.88,10.13%,145,1103,38.98%,0.084577,91.66%,0.3%,9.8%,"10:43 ET"
MKC,79.05,2024-11-15,75.00,-5.12%,0.5,74.5,6.11%,125,484,23.39%,0.184324,80.49%,0.7%,9.8%,"10:24 ET"
FCX,48.11,2024-11-15,42.00,-12.70%,0.28,41.72,15.32%,524,8172,43.10%,0.103404,88.57%,0.7%,9.8%,"10:17 ET"
UBER,80.11,2024-12-20,67.50,-15.74%,1.05,66.45,20.56%,1366,2433,43.21%,0.136917,83.59%,1.6%,9.6%,"10:20 ET"
